"id","StartDate","EndDate","Status","Progress","Duration..in.seconds.","Finished","RecordedDate","ResponseId","DistributionChannel","UserLanguage","QScreen1","QScreen2","QBHI0","QBHI1","QBHI2","QBHI3","QBHI4","QFeelings_1","QFeelings_2","QFeelings_3","QFeelings_4","QFeelings_5","QFeelings_6","QFeelings_7","QFeelings_8","QJew1","QJew2","QJew3","QJew4","QJew5","QJew6","QHit1","QHit2","QHit3","QHit4","QVio1","QVio2","QVio3","QDemo1","QDemo2","QDemo3","QDemo6","QDemo7","QDemo8","QDemo9","QDemo10","opp","gc","term","transaction_id","SVID","PS","rid","RISN","V","LS","Q_BallotBoxStuffing","Q_RelevantIDDuplicate","Q_RelevantIDDuplicateScore","Q_RecaptchaScore","Q_RelevantIDFraudScore","Q_TotalDuration","wt","Black","IDed.BHI","BHI.Believer"
1449,45121.2513078704,45121.2538657407,"IP Address",100,221,"True",45121.2538774653,"R_01BzyyVsjWRD7jP","anonymous","EN","Black or African American","No","The Old Testament","Slightly familiar","Strongly agree","Strongly agree","Strongly agree",100,6,40,6,29,43,54,100,"Strongly agree","Somewhat agree","Strongly agree","Strongly agree","Neither agree nor disagree","Strongly agree","Strongly support","Strongly support","Strongly support","Somewhat support","Strongly support","Strongly support","Strongly support","Yes",26,"Male","Other","Republican","Very liberal","High school graduate","Several times a day","Qual29638-0130-BlackandNonBlack",1,NA,"2CA1JC0Oa3N1aURQ9xwSnw",17223416,761,NA,NA,NA,NA,NA,NA,NA,NA,NA,221,0.9595287324018,"Black",FALSE,FALSE
1450,45121.2510763889,45121.2542939815,"IP Address",100,277,"True",45121.2543036458,"R_2ceDIc7TfG9IDio","anonymous","EN","Black or African American","No","The Old Testament","Very familiar","Strongly agree","Somewhat agree","Strongly agree",100,53,76,76,100,77,62,83,"Somewhat agree","Neither agree nor disagree","Strongly disagree","Neither agree nor disagree","Neither agree nor disagree","Strongly disagree","Somewhat oppose","Somewhat oppose","Strongly support","Strongly support","Somewhat oppose","Somewhat oppose","Somewhat support","No",66,"Female","Protestant","Democrat","Moderate","Masters/Professional degree","Several times a day","Qual29638-0130-BlackandNonBlack",1,NA,"1wHAYqqxrrwDkye7nluzf9",17223416,761,NA,NA,NA,NA,NA,NA,NA,NA,NA,277,2.28131144821056,"Black",FALSE,TRUE
1451,45121.2422800926,45121.2547337963,"IP Address",100,1076,"True",45121.2547416667,"R_064Gkhhn1EGRD4R","anonymous","EN","Black or African American","No","The Old Testament","Not familiar at all","Somewhat disagree","Neither agree nor disagree","Somewhat agree",100,100,100,100,100,100,100,100,NA,"Neither agree nor disagree","Strongly disagree",NA,NA,"Strongly disagree","Strongly oppose","Neither support nor oppose","Somewhat support","Somewhat support","Strongly oppose","Strongly oppose","Strongly oppose","No",62,"Female","None","Independent","Moderate","Some college","Once a day","Qual29638-0130-BlackandNonBlack",1,NA,"6vRv0ifJrCvcXRKLzg8qOy",17223416,761,NA,NA,NA,NA,NA,NA,NA,NA,NA,1076,2.89093001342983,"Black",FALSE,FALSE
1452,45121.2507291667,45121.2565740741,"IP Address",100,505,"True",45121.2565856482,"R_73TZKHPGDS7eK7n","anonymous","EN","Black or African American","No","The Old Testament","Moderately familiar","Somewhat agree","Somewhat agree","Somewhat agree",80,63,80,70,52,82,80,79,"Strongly agree","Neither agree nor disagree","Somewhat agree","Neither agree nor disagree","Strongly agree","Strongly disagree","Somewhat support","Somewhat support","Strongly support","Strongly support","Somewhat oppose","Somewhat oppose","Strongly support","No",41,"Male","None","Something else","Moderate","Some college","Several times a day","Qual29638-0130-BlackandNonBlack",1,NA,"2A3t1e1O2io1FK53yAorP0",17223416,761,NA,NA,NA,NA,NA,NA,NA,NA,NA,505,1.88406990887734,"Black",FALSE,TRUE
1453,45121.257662037,45121.2609259259,"IP Address",100,281,"True",45121.2609371528,"R_ZCXKEsvZ4QvNpfj","anonymous","EN","Black or African American","No","The Old Testament","Not familiar at all","Neither agree nor disagree","Neither agree nor disagree","Neither agree nor disagree",50,50,50,50,50,50,50,50,"Neither agree nor disagree","Neither agree nor disagree","Neither agree nor disagree","Neither agree nor disagree","Neither agree nor disagree","Somewhat disagree","Neither support nor oppose","Somewhat oppose","Strongly support","Strongly support","Neither support nor oppose","Neither support nor oppose","Neither support nor oppose","No",21,"Male","None","Independent","Moderate","High school graduate","Several times a day","Qual29638-0130-BlackandNonBlack",1,NA,"4cCnh26RXvSIQZd0uJevvR",17223416,761,NA,NA,NA,NA,NA,NA,NA,NA,NA,281,0.9595287324018,"Black",FALSE,FALSE
1454,45121.2584027778,45121.2609953704,"IP Address",100,223,"True",45121.2610020023,"R_3j6DwilHoeODor0","anonymous","EN","White","No","The Old Testament","Moderately familiar","Strongly agree","Strongly agree","Strongly agree",100,100,100,100,100,100,100,100,"Strongly disagree","Strongly disagree","Strongly disagree","Strongly disagree",NA,"Strongly disagree","Strongly oppose","Strongly oppose","Somewhat oppose","Strongly oppose","Strongly oppose","Strongly oppose","Neither support nor oppose","No",21,"Female","None","Democrat","Very liberal","Masters/Professional degree","Rarely","Qual29638-0130-BlackandNonBlack",1,NA,"2Z1ZgpUYmVJftKGfOiBJeF",17223416,761,NA,NA,NA,NA,NA,NA,NA,NA,NA,223,0.839728024810221,"Nonblack",FALSE,TRUE
1455,45121.2589699074,45121.2610648148,"IP Address",100,180,"True",45121.2610751968,"R_2scGoPpeuhuBKSG","anonymous","EN","Black or African American","No","The Old Testament","Not familiar at all","Somewhat agree","Somewhat disagree","Neither agree nor disagree",50,18,72,23,70,40,18,26,"Somewhat disagree","Somewhat disagree","Neither agree nor disagree","Neither agree nor disagree","Neither agree nor disagree","Somewhat disagree","Somewhat support","Somewhat support","Somewhat support","Somewhat support","Somewhat support","Strongly oppose","Somewhat oppose","No",18,"Female","Other","Independent","Moderate","Less than high school","Several times a day","Qual29638-0130-BlackandNonBlack",1,NA,"5wqFFtQ3GLyGaqpk5rZKi1",17223416,761,NA,NA,NA,NA,NA,NA,NA,NA,NA,180,1.23449653631639,"Black",FALSE,FALSE
1456,45121.2607060185,45121.2640972222,"IP Address",100,292,"True",45121.2641074421,"R_QgK3VYB59ERvdKh","anonymous","EN","Black or African American","No","The Old Testament","Slightly familiar","Somewhat agree","Somewhat agree","Neither agree nor disagree",53,23,19,31,100,28,10,37,"Somewhat agree","Somewhat agree","Neither agree nor disagree","Neither agree nor disagree","Neither agree nor disagree","Somewhat agree","Somewhat support","Neither support nor oppose","Somewhat support","Neither support nor oppose","Somewhat support","Neither support nor oppose","Somewhat support","No",34,"Female","Other","Independent","Somewhat liberal","Masters/Professional degree","Once a day","Qual29638-0130-BlackandNonBlack",1,NA,"7frLIxfCQQiqMvd50hoZ9N",17223416,761,NA,NA,NA,NA,NA,NA,NA,NA,NA,292,0.479875643236653,"Black",FALSE,FALSE
1457,45121.2644675926,45121.2663888889,"IP Address",100,166,"True",45121.2664045255,"R_2QKkwfOKmdSwgdl","anonymous","EN","Black or African American","Yes","The Old Testament","Not familiar at all","Strongly agree","Neither agree nor disagree","Neither agree nor disagree",90,58,34,16,64,3,28,100,"Neither agree nor disagree","Neither agree nor disagree","Neither agree nor disagree",NA,"Neither agree nor disagree","Neither agree nor disagree","Strongly oppose","Neither support nor oppose","Strongly oppose","Neither support nor oppose","Neither support nor oppose","Somewhat support","Strongly oppose","No",23,"Male","Catholic","Independent","Moderate","Masters/Professional degree","Several times a day","Qual29638-0130-BlackandNonBlack",1,NA,"7tEYY9sqDdXQytdx7Q7Z07",17223416,761,NA,NA,NA,NA,NA,NA,NA,NA,NA,166,0.160544304262682,"Black",FALSE,FALSE
1458,45121.2638773148,45121.266724537,"IP Address",100,246,"True",45121.2667329167,"R_2ayifu1vtnhOSAd","anonymous","EN","Black or African American","No","The Old Testament","Moderately familiar","Strongly agree","Somewhat agree","Somewhat agree",94,62,75,75,48,68,69,81,NA,"Strongly disagree","Somewhat disagree",NA,"Somewhat agree","Strongly disagree","Strongly oppose","Somewhat oppose","Strongly support","Strongly support","Neither support nor oppose","Neither support nor oppose","Neither support nor oppose","No",29,"Female","None","Something else","Somewhat liberal","Some college","Several times a day","Qual29638-0130-BlackandNonBlack",1,NA,"1YbopcIuNWN7IvA10PtnBP",17223416,761,NA,NA,NA,NA,NA,NA,NA,NA,NA,246,0.608109384115424,"Black",FALSE,TRUE
1459,45121.2633564815,45121.2669212963,"IP Address",100,308,"True",45121.2669344445,"R_2rv9V4LR2fZvhvT","anonymous","EN","Black or African American","Yes","The Old Testament","Slightly familiar","Somewhat agree","Somewhat agree","Strongly disagree",70,50,78,59,60,19,54,58,"Strongly agree","Strongly agree","Strongly agree","Strongly agree",NA,"Neither agree nor disagree","Strongly oppose","Somewhat oppose","Somewhat support","Strongly support","Neither support nor oppose","Somewhat support","Somewhat support","No",38,"Male","None","Independent","Moderate","2 year degree","Several times a day","Qual29638-0130-BlackandNonBlack",1,NA,"7EdWUO3IirO8oqCSS7JHZf",17223416,761,NA,NA,NA,NA,NA,NA,NA,NA,NA,308,0.265293580722426,"Black",FALSE,FALSE
1460,45121.2649884259,45121.2692361111,"IP Address",100,366,"True",45121.2692471412,"R_3KI3u9WnZd7B9Hw","anonymous","EN","Black or African American","No","The Old Testament","Very familiar","Somewhat disagree","Somewhat disagree","Somewhat agree",100,90,100,100,29,100,100,59,NA,"Somewhat agree","Strongly disagree","Strongly disagree",NA,"Strongly disagree","Strongly oppose","Strongly oppose","Strongly support","Somewhat support","Somewhat oppose","Somewhat oppose","Somewhat oppose","No",20,"Female","Protestant","Independent","Very liberal","Some college","Several times a day","Qual29638-0130-BlackandNonBlack",1,NA,"0LhCqj6750NI3Fvuj7BZ4b",17223416,761,NA,NA,NA,NA,NA,NA,NA,NA,NA,366,0.286890780626429,"Black",FALSE,FALSE
1461,45121.2659606482,45121.2693171296,"IP Address",100,289,"True",45121.2693255903,"R_214IYUKq8SgQxqy","anonymous","EN","Other","No","The Old Testament","Not familiar at all","Neither agree nor disagree","Neither agree nor disagree","Neither agree nor disagree",100,46,70,60,30,60,60,50,"Somewhat agree","Strongly disagree","Strongly disagree","Neither agree nor disagree","Neither agree nor disagree","Strongly disagree","Strongly oppose","Somewhat oppose","Strongly support","Strongly support","Somewhat oppose","Somewhat oppose","Strongly support","No",18,"Female","None","Something else","Somewhat liberal","Less than high school","Several times a day","Qual29638-0130-BlackandNonBlack",1,NA,"3mpPnBIDwgKo0BQQwvhHWj",17223416,761,NA,NA,NA,NA,NA,NA,NA,NA,NA,289,1.8615900885078,"Nonblack",FALSE,FALSE
1462,45121.2486805556,45121.2694444444,"IP Address",100,1794,"True",45121.2694614005,"R_25SFudXcalK24kj","anonymous","EN","Black or African American","No","The Old Testament","Slightly familiar","Somewhat agree","Neither agree nor disagree","Somewhat agree",72,40,50,39,74,58,59,64,"Neither agree nor disagree","Neither agree nor disagree","Neither agree nor disagree","Somewhat disagree","Neither agree nor disagree","Neither agree nor disagree","Neither support nor oppose","Neither support nor oppose","Somewhat oppose","Neither support nor oppose","Neither support nor oppose","Neither support nor oppose","Neither support nor oppose","No",40,"Male","None","Independent","Moderate","Some college","Several times a day","Qual29638-0130-BlackandNonBlack",1,NA,"6EX8HB3z5PecO68f55WmVM",17223416,761,NA,NA,NA,NA,NA,NA,NA,NA,NA,1794,1.88406990887734,"Black",FALSE,FALSE
1463,45121.2680208333,45121.2703819444,"IP Address",100,204,"True",45121.2703921875,"R_WDL6fDXdk9PAIi5","anonymous","EN","Black or African American","No","The Old Testament","Very familiar","Somewhat agree","Somewhat agree","Somewhat disagree",86,18,16,42,84,68,64,91,"Somewhat agree","Somewhat agree",NA,"Neither agree nor disagree","Somewhat agree","Neither agree nor disagree","Somewhat support","Somewhat oppose","Strongly oppose","Somewhat oppose","Somewhat oppose","Neither support nor oppose","Strongly support","No",38,"Female","None","Democrat","Moderate","High school graduate","Several times a week","Qual29638-0130-BlackandNonBlack",1,NA,"44WfeEJULcD7TvQ1rmUvEa",17223416,761,NA,NA,NA,NA,NA,NA,NA,NA,NA,204,0.76272358411569,"Black",FALSE,TRUE
1465,45121.270625,45121.274849537,"IP Address",100,365,"True",45121.2748660301,"R_1OpP0KLvXhIPlee","anonymous","EN","Black or African American","No","The Old Testament","Very familiar","Somewhat disagree","Somewhat disagree","Somewhat agree",73,67,62,63,81,67,63,62,"Somewhat agree","Strongly disagree","Somewhat agree",NA,"Somewhat disagree","Strongly disagree","Strongly oppose","Strongly oppose","Strongly support","Somewhat support","Somewhat oppose","Somewhat oppose","Somewhat oppose","No",65,"Female","Other","Something else","Moderate","High school graduate","Several times a day","Qual29638-0130-BlackandNonBlack",1,NA,"7tvM7ZMxrSAXIBzjVAtO67",17223416,761,NA,NA,NA,NA,NA,NA,NA,NA,NA,365,3.36390215285565,"Black",FALSE,FALSE
1466,45121.2733912037,45121.2753703704,"IP Address",100,171,"True",45121.275377662,"R_3EFryuMV4qWrpi4","anonymous","EN","Black or African American","No","The Old Testament","Not familiar at all","Neither agree nor disagree","Neither agree nor disagree","Neither agree nor disagree",100,100,100,100,100,100,100,100,"Neither agree nor disagree","Neither agree nor disagree","Neither agree nor disagree","Neither agree nor disagree","Neither agree nor disagree","Neither agree nor disagree","Somewhat oppose","Somewhat oppose","Strongly support","Strongly support","Neither support nor oppose","Neither support nor oppose","Strongly support","No",36,"Female","Other","Independent","Very conservative","Some college","Several times a day","Qual29638-0130-BlackandNonBlack",1,NA,"0MHKkg3x7aiEKlVw9VJpg7",17223416,761,NA,NA,NA,NA,NA,NA,NA,NA,NA,171,0.608109384115424,"Black",FALSE,FALSE
1467,45121.2726041667,45121.2754976852,"IP Address",100,249,"True",45121.2755104051,"R_3J3Nax2OMNhqKX5","anonymous","EN","White","No","The Old Testament","Moderately familiar","Somewhat disagree","Somewhat disagree","Strongly agree",49,50,50,48,94,50,51,48,"Somewhat disagree","Strongly disagree","Strongly disagree","Strongly disagree","Neither agree nor disagree","Strongly disagree","Strongly oppose","Strongly oppose","Somewhat support","Somewhat support","Strongly oppose","Strongly oppose","Somewhat support","No",49,"Female","Protestant","Independent","Somewhat conservative","Masters/Professional degree","Several times a day","Qual29638-0130-BlackandNonBlack",1,NA,"67dpGu2QSJbHsjIkDpe5D2",17223416,761,NA,NA,NA,NA,NA,NA,NA,NA,NA,249,4.41139844260186,"Nonblack",FALSE,FALSE
1468,45121.2752199074,45121.2775115741,"IP Address",100,198,"True",45121.2775307986,"R_1oklreL9FA9WDnq","anonymous","EN","Black or African American","No","The Old Testament","Slightly familiar","Strongly agree","Strongly agree","Strongly agree",49,76,47,11,6,6,6,99,"Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly support","Somewhat support","Strongly support","Strongly support","Strongly support","Somewhat support","Somewhat support","No",20,"Female","Other","Democrat","Somewhat liberal","Some college","Once a day","Qual29638-0130-BlackandNonBlack",1,NA,"5IDi53i6jb0XaFadnVQvii",17223416,761,NA,NA,NA,NA,NA,NA,NA,NA,NA,198,0.286890780626429,"Black",FALSE,FALSE
1469,45121.2663888889,45121.2779398148,"IP Address",100,997,"True",45121.2779470255,"R_6WCOPYrns34NtWF","anonymous","EN","Black or African American","No","The Old Testament","Not familiar at all","Neither agree nor disagree","Somewhat agree","Neither agree nor disagree",79,52,74,70,76,74,72,74,"Neither agree nor disagree","Neither agree nor disagree","Somewhat agree","Neither agree nor disagree","Neither agree nor disagree","Somewhat disagree","Neither support nor oppose","Somewhat support","Somewhat support","Strongly support","Neither support nor oppose","Neither support nor oppose","Somewhat support","No",46,"Male","Other","Democrat","Somewhat liberal","2 year degree","Several times a day","Qual29638-0130-BlackandNonBlack",1,NA,"0mDkcEOl8BvRmk120fKh45",17223416,761,NA,NA,NA,NA,NA,NA,NA,NA,NA,997,1.0753034720285,"Black",FALSE,FALSE
1470,45121.2736342593,45121.2786689815,"IP Address",100,434,"True",45121.2786800116,"R_3dL279vrP7GinHH","anonymous","EN","Black or African American","No","The Old Testament","Slightly familiar","Somewhat disagree","Neither agree nor disagree","Neither agree nor disagree",60,50,60,50,60,50,50,40,"Neither agree nor disagree","Strongly disagree","Neither agree nor disagree",NA,NA,"Strongly disagree","Strongly oppose","Strongly oppose","Neither support nor oppose","Strongly support","Strongly oppose","Strongly oppose","Strongly oppose","No",56,"Male","Protestant","Democrat","Moderate","Some college","Once a day","Qual29638-0130-BlackandNonBlack",1,NA,"3p8QtR2tc8NQ6aaDpgVX42",17223416,761,NA,NA,NA,NA,NA,NA,NA,NA,NA,434,4.04258587859173,"Black",FALSE,FALSE
1471,45121.2741898148,45121.2788078704,"IP Address",100,399,"True",45121.2788246991,"R_1KeFqrMXvXYMzja","anonymous","EN","Black or African American","No","The Old Testament","Slightly familiar","Somewhat disagree","Neither agree nor disagree","Somewhat agree",97,85,64,78,85,NA,81,67,"Somewhat agree","Somewhat disagree","Neither agree nor disagree","Neither agree nor disagree","Neither agree nor disagree","Strongly disagree","Strongly oppose","Somewhat oppose","Strongly support","Strongly support","Strongly oppose","Strongly oppose","Somewhat oppose","No",78,"Female","Protestant","Democrat","Moderate","4 year degree","Several times a day","Qual29638-0130-BlackandNonBlack",1,NA,"5nQyN3c4u8Wbi3pBv9xjiJ",17223416,761,NA,NA,NA,NA,NA,NA,NA,NA,NA,399,5.00005241571292,"Black",FALSE,FALSE
1472,45121.2778935185,45121.2799884259,"IP Address",100,180,"True",45121.2799946065,"R_2wG43tW2rObqsrM","anonymous","EN","American Indian or Alaska Native","Yes","The Old Testament","Slightly familiar","Somewhat agree","Strongly disagree","Strongly agree",80,71,90,79,60,60,61,70,"Neither agree nor disagree","Somewhat agree","Strongly disagree",NA,NA,"Strongly disagree","Strongly oppose","Strongly oppose","Strongly support","Strongly support","Strongly support","Neither support nor oppose","Strongly support","No",67,"Female","None","Democrat","Somewhat liberal","Masters/Professional degree","Several times a day","Qual29638-0130-BlackandNonBlack",1,NA,"3RDXshSKVNHEqfYv41ygJ7",17223416,761,NA,NA,NA,NA,NA,NA,NA,NA,NA,180,6.32942793928242e-05,"Nonblack",FALSE,FALSE
1473,45121.2791550926,45121.2819328704,"IP Address",100,239,"True",45121.2819448264,"R_1hM4kIaWJIlnmv5","anonymous","EN","Black or African American","No","The Old Testament","Slightly familiar","Neither agree nor disagree","Neither agree nor disagree","Strongly agree",67,78,67,82,65,74,66,63,"Neither agree nor disagree","Neither agree nor disagree","Neither agree nor disagree","Neither agree nor disagree","Neither agree nor disagree","Neither agree nor disagree","Neither support nor oppose","Neither support nor oppose","Neither support nor oppose","Neither support nor oppose","Neither support nor oppose","Neither support nor oppose","Neither support nor oppose","No",46,"Female","Other","Independent","Somewhat liberal","Some college","Several times a day","Qual29638-0130-BlackandNonBlack",1,NA,"13W7UUFoNb1GtuWnqRwbiu",17223416,761,NA,NA,NA,NA,NA,NA,NA,NA,NA,239,0.6554829483964,"Black",FALSE,FALSE
1474,45121.272974537,45121.282962963,"IP Address",100,862,"True",45121.2829771875,"R_1FaYBodIPtEj11L","anonymous","EN","Black or African American","No","The Old Testament","Not familiar at all","Neither agree nor disagree","Neither agree nor disagree","Neither agree nor disagree",100,18,87,80,42,86,100,100,"Neither agree nor disagree","Somewhat disagree","Somewhat agree","Somewhat agree","Neither agree nor disagree","Neither agree nor disagree","Strongly oppose","Strongly oppose","Somewhat support","Strongly support","Strongly oppose","Strongly oppose","Somewhat support","No",34,"Female","None","Independent","Very liberal","Some college","Several times a day","Qual29638-0130-BlackandNonBlack",1,NA,"15R0sTh9aL5v3S0aZyKTHK",17223416,761,NA,NA,NA,NA,NA,NA,NA,NA,NA,862,0.608109384115424,"Black",FALSE,FALSE
1475,45121.2802546296,45121.282974537,"IP Address",100,235,"True",45121.2829885301,"R_867jYOvEGLX3CI9","anonymous","EN","Black or African American","No","The Old Testament","Slightly familiar","Somewhat agree","Strongly agree","Neither agree nor disagree",100,25,60,32,100,34,62,43,"Strongly disagree","Neither agree nor disagree","Neither agree nor disagree","Strongly agree","Somewhat agree","Strongly disagree","Somewhat support","Strongly oppose","Strongly oppose","Strongly oppose","Neither support nor oppose","Strongly support","Neither support nor oppose","No",18,"Female","Protestant","Independent","Somewhat liberal","High school graduate","Several times a day","Qual29638-0130-BlackandNonBlack",1,NA,"46st6gSsyLpQDuNTfAdUtt",17223416,761,NA,NA,NA,NA,NA,NA,NA,NA,NA,235,0.333827699079684,"Black",FALSE,FALSE
1476,45121.2765509259,45121.2836226852,"IP Address",100,611,"True",45121.2836378588,"R_1jJ8FkTzJWV58zF","anonymous","EN","Black or African American","No","The Old Testament","Moderately familiar","Somewhat agree","Somewhat disagree","Strongly agree",100,14,63,43,84,66,82,59,"Neither agree nor disagree","Strongly agree","Neither agree nor disagree","Somewhat agree","Strongly disagree","Strongly disagree","Strongly oppose","Somewhat oppose","Strongly support","Strongly support","Somewhat support","Strongly oppose","Strongly support","No",43,"Male","Protestant","Democrat","Moderate","Some college","Several times a day","Qual29638-0130-BlackandNonBlack",1,NA,"1I2npCLGX7FA8hV7hxGN2l",17223416,761,NA,NA,NA,NA,NA,NA,NA,NA,NA,611,1.88406990887734,"Black",FALSE,TRUE
1477,45121.2805671296,45121.2843981481,"IP Address",100,331,"True",45121.2844084259,"R_1lmZvxh067O8eyq","anonymous","EN","Black or African American","No","The Old Testament","Very familiar","Neither agree nor disagree","Neither agree nor disagree","Somewhat agree",80,36,70,74,48,65,61,53,"Somewhat disagree","Strongly disagree","Neither agree nor disagree","Neither agree nor disagree","Neither agree nor disagree","Strongly disagree","Strongly oppose","Strongly oppose","Strongly support","Strongly support","Strongly oppose","Strongly oppose","Strongly oppose","No",54,"Female","Protestant","Independent","Moderate","Masters/Professional degree","Several times a day","Qual29638-0130-BlackandNonBlack",1,NA,"0TqS44d7DEU8TprBafnRqZ",17223416,761,NA,NA,NA,NA,NA,NA,NA,NA,NA,331,1.10986624128956,"Black",FALSE,FALSE
1478,45121.2777430556,45121.285150463,"IP Address",100,640,"True",45121.2851626736,"R_2zoxcDPeHuTjqPG","anonymous","EN","Black or African American","No","The Old Testament","Very familiar","Somewhat agree","Somewhat agree","Somewhat agree",100,0,100,50,100,73,73,100,"Strongly disagree","Neither agree nor disagree","Strongly disagree","Somewhat agree","Strongly disagree","Strongly disagree","Strongly support","Strongly oppose","Strongly oppose","Strongly oppose","Somewhat oppose","Neither support nor oppose","Strongly support","No",28,"Female","Other","Democrat","Moderate","High school graduate","Several times a day","Qual29638-0130-BlackandNonBlack",1,NA,"1csHLBQqIVUjvUV2Y9R3s5",17223416,761,NA,NA,NA,NA,NA,NA,NA,NA,NA,640,0.707599442703441,"Black",FALSE,TRUE
1479,45121.2814699074,45121.2857060185,"IP Address",100,365,"True",45121.2857192361,"R_1rjiUrhdvsL1tb6","anonymous","EN","Black or African American","No","The Old Testament","Not familiar at all","Somewhat disagree","Somewhat disagree","Neither agree nor disagree",63,38,63,78,67,58,51,67,"Strongly agree","Somewhat agree","Neither agree nor disagree","Somewhat agree","Strongly disagree",NA,"Strongly oppose","Neither support nor oppose","Strongly support","Strongly support","Somewhat oppose","Neither support nor oppose","Neither support nor oppose","No",20,"Female","Other","Something else","Somewhat conservative","Some college","Several times a day","Qual29638-0130-BlackandNonBlack",1,NA,"0Oi8Xx8zAZoo8C0prZ19fM",17223416,761,NA,NA,NA,NA,NA,NA,NA,NA,NA,365,0.286890780626429,"Black",FALSE,FALSE
1480,45121.2825462963,45121.2860648148,"IP Address",100,303,"True",45121.2860789005,"R_2YxG8MfpihXvsyc","anonymous","EN","Black or African American","No","The Old Testament","Very familiar","Somewhat agree","Somewhat agree","Somewhat agree",99,89,90,91,90,92,89,90,"Neither agree nor disagree","Somewhat disagree","Strongly disagree","Strongly disagree","Neither agree nor disagree","Strongly disagree","Strongly oppose","Strongly oppose","Somewhat oppose","Strongly support","Strongly oppose","Strongly oppose","Strongly oppose","No",74,"Female","Protestant","Democrat","Somewhat liberal","2 year degree","Several times a day","Qual29638-0130-BlackandNonBlack",1,NA,"5DyVPuWutBNP87YirRJopx",17223416,761,NA,NA,NA,NA,NA,NA,NA,NA,NA,303,2.24956833917016,"Black",FALSE,TRUE
1481,45121.2815740741,45121.2860763889,"IP Address",100,389,"True",45121.2860909143,"R_1LZRiKl8lGIuMLs","anonymous","EN","Black or African American","No","The Old Testament","Moderately familiar","Somewhat agree","Somewhat agree","Strongly agree",80,60,60,59,60,60,60,60,NA,"Somewhat disagree","Strongly disagree","Neither agree nor disagree","Neither agree nor disagree","Strongly disagree","Strongly oppose","Somewhat support","Strongly support","Strongly support","Strongly oppose","Neither support nor oppose","Somewhat support","No",41,"Male","Protestant","Independent","Somewhat conservative","Some college","Several times a day","Qual29638-0130-BlackandNonBlack",1,NA,"6kUfHvO6xpjFuTMfh8l9Zu",17223416,761,NA,NA,NA,NA,NA,NA,NA,NA,NA,389,1.88406990887734,"Black",FALSE,TRUE
1482,45121.2843171296,45121.2866319445,"IP Address",100,199,"True",45121.2866477546,"R_5ulkxSXKqobu0y5","anonymous","EN","Black or African American","No","The Old Testament","Slightly familiar","Neither agree nor disagree","Neither agree nor disagree","Somewhat agree",62,44,50,48,54,51,62,50,"Neither agree nor disagree","Somewhat agree","Somewhat disagree","Somewhat agree","Somewhat agree","Somewhat disagree","Neither support nor oppose","Somewhat support","Somewhat support","Somewhat support","Somewhat support","Somewhat support","Somewhat support","No",24,"Female","Muslim","Independent","Somewhat liberal","High school graduate","Once a day","Qual29638-0130-BlackandNonBlack",1,NA,"74TjymA96jxxhbcVDj5Sg0",17223416,761,NA,NA,NA,NA,NA,NA,NA,NA,NA,199,0.333827699079684,"Black",FALSE,FALSE
1483,45121.2842013889,45121.2876273148,"IP Address",100,295,"True",45121.2876377199,"R_3G6N5SVpU7LKc8x","anonymous","EN","Black or African American","No","The Old Testament","Moderately familiar","Neither agree nor disagree","Neither agree nor disagree","Strongly agree",100,77,84,81,100,76,63,79,NA,NA,"Neither agree nor disagree",NA,"Strongly disagree","Strongly disagree","Strongly oppose","Strongly oppose","Strongly support","Somewhat support","Neither support nor oppose","Neither support nor oppose","Neither support nor oppose","No",39,"Male","Protestant","Independent","Somewhat conservative","2 year degree","Once a day","Qual29638-0130-BlackandNonBlack",1,NA,"03NEINNOpZr1CwoJVVNk2m",17223416,761,NA,NA,NA,NA,NA,NA,NA,NA,NA,295,1.0753034720285,"Black",FALSE,FALSE
1484,45121.2860532407,45121.2880555556,"IP Address",100,173,"True",45121.2880684954,"R_3s15HsotbICYD2p","anonymous","EN","Black or African American","No","The Old Testament","Moderately familiar","Strongly agree","Somewhat agree","Somewhat agree",100,0,13,16,100,NA,23,14,"Somewhat agree","Somewhat agree","Somewhat agree","Somewhat agree","Somewhat agree","Somewhat agree","Neither support nor oppose","Neither support nor oppose","Somewhat support","Neither support nor oppose","Somewhat oppose","Somewhat support","Strongly support","Yes",21,"Female","Other","Democrat","Somewhat liberal","High school graduate","Several times a day","Qual29638-0130-BlackandNonBlack",1,NA,"1yBhecaL0caXsGqI4XHqHU",17223416,761,NA,NA,NA,NA,NA,NA,NA,NA,NA,173,0.333827699079684,"Black",TRUE,TRUE
